"loss","learning_rate","epoch","perplexity","steps","samples","model"
0.7594,5e-05,0.97,2.1369936395772737,55900,447200,"PolyCoder"
0.8267,5e-05,0.97,2.2857632618173436,55950,447600,"PolyCoder"
0.7925,5e-05,0.97,2.208911808677008,56000,448000,"PolyCoder"
0.843,5e-05,0.97,2.3233265117943045,56050,448400,"PolyCoder"
0.8095,5e-05,0.97,2.246784313624806,56100,448800,"PolyCoder"
0.8355,5e-05,0.97,2.305966743460935,56150,449200,"PolyCoder"
0.8235,5e-05,0.97,2.278460510014094,56200,449600,"PolyCoder"
0.7766,5e-05,0.97,2.1740678544272423,56250,450000,"PolyCoder"
0.8002,5e-05,0.97,2.225986081191952,56300,450400,"PolyCoder"
0.8345,5e-05,0.97,2.3036619293166143,56350,450800,"PolyCoder"
0.7955,5e-05,0.97,2.2155484941537407,56400,451200,"PolyCoder"
0.8642,5e-05,0.98,2.373106840907651,56450,451600,"PolyCoder"
0.8117,5e-05,0.98,2.2517326803223066,56500,452000,"PolyCoder"
0.7711,5e-05,0.98,2.162143303801902,56550,452400,"PolyCoder"
0.8314,5e-05,0.98,2.2965316350020966,56600,452800,"PolyCoder"
0.7426,5e-05,0.98,2.1013920372377757,56650,453200,"PolyCoder"
0.8022,5e-05,0.98,2.2304425082959645,56700,453600,"PolyCoder"
0.8462,5e-05,0.98,2.330773064762404,56750,454000,"PolyCoder"
0.7892,5e-05,0.98,2.2016344140138027,56800,454400,"PolyCoder"
0.7843,5e-05,0.98,2.1908727928890923,56850,454800,"PolyCoder"
0.7989,5e-05,0.98,2.2230941794298245,56900,455200,"PolyCoder"
0.8134,5e-05,0.98,2.2555638814771553,56950,455600,"PolyCoder"
0.7862,5e-05,0.98,2.1950394082266955,57000,456000,"PolyCoder"
0.8685,5e-05,0.99,2.3833331711765666,57050,456400,"PolyCoder"
0.7829,5e-05,0.99,2.187807717032776,57100,456800,"PolyCoder"
0.7892,5e-05,0.99,2.2016344140138027,57150,457200,"PolyCoder"
0.7722,5e-05,0.99,2.16452297001255,57200,457600,"PolyCoder"
0.8493,5e-05,0.99,2.3380096722093953,57250,458000,"PolyCoder"
0.7602,5e-05,0.99,2.1387039185092935,57300,458400,"PolyCoder"
0.7925,5e-05,0.99,2.208911808677008,57350,458800,"PolyCoder"
0.818,5e-05,0.99,2.2659633758311957,57400,459200,"PolyCoder"
0.813,5e-05,0.99,2.254661836345618,57450,459600,"PolyCoder"
0.7882,5e-05,0.99,2.1994338800501487,57500,460000,"PolyCoder"
0.8646,5e-05,0.99,2.374056273517877,57550,460400,"PolyCoder"
0.7947,5e-05,1.0,2.2137767641449138,57600,460800,"PolyCoder"
0.8262,5e-05,1.0,2.284620665859229,57650,461200,"PolyCoder"
0.8217,5e-05,1.0,2.2743629699884274,57700,461600,"PolyCoder"
0.778,5e-05,1.0,2.1771136810045597,57750,462000,"PolyCoder"
0.7668,5e-05,1.0,2.1528660479902495,57800,462400,"PolyCoder"
0.8499,5e-05,1.0,2.3394128989386425,57850,462800,"PolyCoder"
